encoded_feature,original_feature,importance
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&描述申请使用的业务范围，业务范围涉及信用业务方可申请,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有条件开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;不得针对具体组织对外发布新闻等信息;,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&满足开放条件即可开放,开放条件,0.0
cat__detail_time_scope_2022年-2030年,detail_time_scope,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;申请上海市公安局有条件开放数据需填写《上海市公安局数据开放申请信息表》，并按要求如实填写提交。申请信息表下载链接如下：https://data.sh.gov.cn/assets/data/上海市公安局数据开放申请信息表.pdf;&&,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&面向社会开放，使用方需根据实际需要提出申请,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&按申请场景开放,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&数据提供对象仅限于按照法定职责开展业务必须获取公共机构节能数据的机构,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&数据提供对象仅限于按照法定职责开展业务必须获取办公用房数据的机构,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&数据提供对象仅限于按照法定职责开展业务必须获取车辆数据的机构,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&确有需要，可以向区市场局申请,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&请提供申请人姓名、工作（学习）单位、联系电话，并且说明数据用途和使用场景。,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&需责任部门确认,开放条件,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，实时日志反馈，定期提交利用报告；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得对外提供查询服务;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&经与南东街道沟通同意后，可视情况进行数据开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;,开放条件,0.0
"cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&
仅委办局间使用",开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&与数据提供方线下沟通应用需求后方可开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&个人实名制注册后开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供“一网统管”相关业务条线数据赋能申请使用,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅委办局间使用,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依申请公开,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依申请开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依申请开放，成果需模糊敏感信息,开放条件,0.0
cat__detail_time_scope_2025年-2029年,detail_time_scope,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&开放需申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&提出申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&无条件开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有安全资质的单位申请，经主管部门审核通过,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有条件开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据业务使用场景，需文旅局审核。,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据申请有条件开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请使用的业务范围应包括与信用业务相关的各项服务,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请该数据，需要完整描述需求场景和用途,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&申请该数据，需要完整描述需求场景和用途 ,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&如有和文旅相关申请可开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&数据提供单位审批,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&无条件开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&有基础的数据安全保护能力,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&有基础的数据安全保护能力;不得用于挖掘个人敏感信息;注明数据来源，定期抽查数据使用情况;,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&有安全资质的单位申请，经主管部门审核通过,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&有条件开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&根据业务需要提出共享需求,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&根据申请有条件开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&面向社会开放，使用方需根据实际需要提出申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&系统数据可能涉及个人敏感数据,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&该数据为历史归档静态数据,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&请提供申请人姓名、工作（学习）单位、联系电话，并且说明数据用途和使用场景。,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&责任方审批同意后开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&部门同意,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&部门审批,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&部门审核,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&需向区市场局申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&需得到部门同意,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&需申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&需责任部门确认,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;&&申请通过即可开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅可用于科学研究应用场景,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅委办局间使用,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依申请开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&依申请开放清单,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&内部数据，依申请开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&向业务部门申请,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&向大数据中心申请后使用,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&如有与文旅相关申请可开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&如有文旅相关需求可开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&经与南东街道沟通同意后，可视情况进行数据开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&审核场景开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&审核开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&市绿容局（行业管理部门）准许开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&按照业务实际需求情况，有条件开发,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&无,开放条件,0.0
"cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有基础的数据安全保护能力，可开放给相关行业及高校进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息,注明数据来源。",开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有条件开放,开放条件,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；,开放条件,0.0
